     # "ke_e            " "ke_e.s          " "ke_e.u          " "ke_e.f          " "V_ee            " "rs_e_x          " "rs_e_y          " "rs_e_z          " "P_1_e           " "V_pe            " "V_pp            " "KE_tot          " "PE_tot          " "E_tot           " "pressure        " "D_wv            " "D_ds            " "D_P             " "
  0.473483E+00  0.450821E+00  0.226619E-01 -0.120431E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.977823E+00  0.000000E+00  0.473483E+00 -0.977823E+00 -0.504340E+00 -0.116090E-05  0.336740E+01  0.000000E+00  0.000000E+00
  0.525997E+00  0.499510E+00  0.264869E-01 -0.669349E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.102049E+01  0.000000E+00  0.525997E+00 -0.102049E+01 -0.494498E+00  0.149715E-05  0.338586E+01  0.000000E+00  0.000000E+00
  0.592452E+00  0.563693E+00  0.287587E-01 -0.210410E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.109574E+01  0.000000E+00  0.592452E+00 -0.109574E+01 -0.503292E+00  0.389745E-05  0.331722E+01  0.000000E+00  0.000000E+00
  0.547113E+00  0.521038E+00  0.260751E-01 -0.155353E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.106095E+01  0.000000E+00  0.547113E+00 -0.106095E+01 -0.513836E+00  0.156350E-05  0.341446E+01  0.000000E+00  0.000000E+00
  0.497559E+00  0.475572E+00  0.219871E-01 -0.125399E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.975877E+00  0.000000E+00  0.497559E+00 -0.975877E+00 -0.478318E+00  0.940218E-06  0.344257E+01  0.000000E+00  0.000000E+00
  0.501649E+00  0.476218E+00  0.254310E-01 -0.818212E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.101024E+01  0.000000E+00  0.501649E+00 -0.101024E+01 -0.508591E+00 -0.103427E-06  0.317994E+01  0.000000E+00  0.000000E+00
  0.501839E+00  0.475477E+00  0.263620E-01 -0.154823E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.102982E+01  0.000000E+00  0.501839E+00 -0.102982E+01 -0.527978E+00 -0.911911E-06  0.322522E+01  0.000000E+00  0.000000E+00
  0.459837E+00  0.436338E+00  0.234994E-01  0.961923E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.983764E+00  0.000000E+00  0.459837E+00 -0.983764E+00 -0.523927E+00 -0.252403E-05  0.344990E+01  0.000000E+00  0.000000E+00
  0.436685E+00  0.413351E+00  0.233337E-01 -0.474368E-21  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.963257E+00  0.000000E+00  0.436685E+00 -0.963257E+00 -0.526572E+00 -0.360801E-05  0.331890E+01  0.000000E+00  0.000000E+00
  0.553024E+00  0.524799E+00  0.282254E-01  0.106456E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.105492E+01  0.000000E+00  0.553024E+00 -0.105492E+01 -0.501891E+00  0.230152E-05  0.341993E+01  0.000000E+00  0.000000E+00
  0.493464E+00  0.469862E+00  0.236027E-01 -0.158024E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.989388E+00  0.000000E+00  0.493464E+00 -0.989388E+00 -0.495924E+00  0.618617E-07  0.337271E+01  0.000000E+00  0.000000E+00
  0.420736E+00  0.396717E+00  0.240189E-01 -0.124364E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.988815E+00  0.000000E+00  0.420736E+00 -0.988815E+00 -0.568079E+00 -0.598080E-05  0.332673E+01  0.000000E+00  0.000000E+00
  0.380887E+00  0.360674E+00  0.202131E-01  0.337335E-21  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.879008E+00  0.000000E+00  0.380887E+00 -0.879008E+00 -0.498120E+00 -0.474790E-05  0.334129E+01  0.000000E+00  0.000000E+00
  0.504113E+00  0.477724E+00  0.263891E-01  0.729406E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.102959E+01  0.000000E+00  0.504113E+00 -0.102959E+01 -0.525475E+00 -0.739253E-06  0.316140E+01  0.000000E+00  0.000000E+00
  0.490758E+00  0.464071E+00  0.266870E-01  0.727460E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.996386E+00  0.000000E+00  0.490758E+00 -0.996386E+00 -0.505628E+00 -0.396792E-06  0.338081E+01  0.000000E+00  0.000000E+00
  0.436316E+00  0.414774E+00  0.215421E-01 -0.120840E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.913551E+00  0.000000E+00  0.436316E+00 -0.913551E+00 -0.477234E+00 -0.156528E-05  0.321612E+01  0.000000E+00  0.000000E+00
  0.374212E+00  0.355173E+00  0.190391E-01 -0.633540E-21  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.847186E+00  0.000000E+00  0.374212E+00 -0.847186E+00 -0.472974E+00 -0.397032E-05  0.345682E+01  0.000000E+00  0.000000E+00
  0.349224E+00  0.331018E+00  0.182068E-01 -0.114176E-21  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.844910E+00  0.000000E+00  0.349224E+00 -0.844910E+00 -0.495685E+00 -0.597576E-05  0.344602E+01  0.000000E+00  0.000000E+00
  0.327968E+00  0.312256E+00  0.157127E-01  0.167602E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.765664E+00  0.000000E+00  0.327968E+00 -0.765664E+00 -0.437695E+00 -0.446333E-05  0.346771E+01  0.000000E+00  0.000000E+00
  0.554303E+00  0.526069E+00  0.282344E-01  0.743623E-21  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.103528E+01  0.000000E+00  0.554303E+00 -0.103528E+01 -0.480980E+00  0.326788E-05  0.327293E+01  0.000000E+00  0.000000E+00
  0.517975E+00  0.491322E+00  0.266532E-01  0.352918E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.102680E+01  0.000000E+00  0.517975E+00 -0.102680E+01 -0.508829E+00  0.576544E-06  0.323210E+01  0.000000E+00  0.000000E+00
  0.521781E+00  0.497756E+00  0.240245E-01  0.682855E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.998860E+00  0.000000E+00  0.521781E+00 -0.998860E+00 -0.477079E+00  0.201331E-05  0.338050E+01  0.000000E+00  0.000000E+00
  0.527758E+00  0.504015E+00  0.237425E-01  0.375165E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.102074E+01  0.000000E+00  0.527758E+00 -0.102074E+01 -0.492980E+00  0.160983E-05  0.331708E+01  0.000000E+00  0.000000E+00
  0.501611E+00  0.473667E+00  0.279438E-01 -0.810717E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.104182E+01  0.000000E+00  0.501611E+00 -0.104182E+01 -0.540210E+00 -0.141778E-05  0.353572E+01  0.000000E+00  0.000000E+00
  0.528075E+00  0.500853E+00  0.272215E-01 -0.117186E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.104267E+01  0.000000E+00  0.528075E+00 -0.104267E+01 -0.514594E+00  0.773976E-06  0.326519E+01  0.000000E+00  0.000000E+00
  0.467020E+00  0.441434E+00  0.255858E-01  0.547085E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.993642E+00  0.000000E+00  0.467020E+00 -0.993642E+00 -0.526622E+00 -0.232961E-05  0.341843E+01  0.000000E+00  0.000000E+00
  0.483004E+00  0.460921E+00  0.220834E-01 -0.254541E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.953494E+00  0.000000E+00  0.483004E+00 -0.953494E+00 -0.470490E+00  0.671805E-06  0.337980E+01  0.000000E+00  0.000000E+00
  0.497122E+00  0.470337E+00  0.267848E-01  0.110224E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.100000E+01  0.000000E+00  0.497122E+00 -0.100000E+01 -0.502882E+00 -0.647018E-07  0.326944E+01  0.000000E+00  0.000000E+00
  0.511839E+00  0.487426E+00  0.244132E-01 -0.144958E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.102192E+01  0.000000E+00  0.511839E+00 -0.102192E+01 -0.510086E+00  0.229941E-06  0.327952E+01  0.000000E+00  0.000000E+00
  0.556256E+00  0.531805E+00  0.244511E-01  0.216416E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.102264E+01  0.000000E+00  0.556256E+00 -0.102264E+01 -0.466387E+00  0.391260E-05  0.318698E+01  0.000000E+00  0.000000E+00
  0.544785E+00  0.519314E+00  0.254715E-01 -0.104980E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.101417E+01  0.000000E+00  0.544785E+00 -0.101417E+01 -0.469387E+00  0.331787E-05  0.337106E+01  0.000000E+00  0.000000E+00
  0.462967E+00  0.440633E+00  0.223343E-01  0.258738E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.950282E+00  0.000000E+00  0.462967E+00 -0.950282E+00 -0.487315E+00 -0.840650E-06  0.336793E+01  0.000000E+00  0.000000E+00
  0.502995E+00  0.476544E+00  0.264507E-01  0.206917E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.101359E+01  0.000000E+00  0.502995E+00 -0.101359E+01 -0.510591E+00 -0.146507E-06  0.333443E+01  0.000000E+00  0.000000E+00
  0.452271E+00  0.427577E+00  0.246940E-01 -0.404913E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.985273E+00  0.000000E+00  0.452271E+00 -0.985273E+00 -0.533002E+00 -0.317979E-05  0.319554E+01  0.000000E+00  0.000000E+00
  0.431825E+00  0.411326E+00  0.204990E-01 -0.809951E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.932209E+00  0.000000E+00  0.431825E+00 -0.932209E+00 -0.500385E+00 -0.271573E-05  0.328944E+01  0.000000E+00  0.000000E+00
  0.406659E+00  0.383542E+00  0.231175E-01  0.897986E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.929840E+00  0.000000E+00  0.406659E+00 -0.929840E+00 -0.523181E+00 -0.470839E-05  0.333377E+01  0.000000E+00  0.000000E+00
  0.511689E+00  0.485326E+00  0.263630E-01 -0.123103E-19  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.101790E+01  0.000000E+00  0.511689E+00 -0.101790E+01 -0.506207E+00  0.411658E-06  0.320220E+01  0.000000E+00  0.000000E+00
  0.593583E+00  0.563449E+00  0.301337E-01 -0.327824E-20  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E+01 -0.113729E+01  0.000000E+00  0.593583E+00 -0.113729E+01 -0.543703E+00  0.226129E-05  0.344960E+01  0.000000E+00  0.000000E+00
